Time (min),Blood Glucose (mg/dl),Sensor Glucose Readings(mg/dl)
776,58.60013590904965,57.65073698172552
777,58.58344338212181,57.15506285495589
778,58.57460761266447,56.7336927039848
779,58.57382669700796,56.38672404294901
780,58.58131180519401,56.11426404113718
781,58.59728603184017,55.91642978306494
782,58.62198249235405,55.79334836868254
783,58.65564146030985,55.74515679103889
784,58.69850632334914,55.77200151505478
785,58.75081813405482,55.87403766767846
786,58.81280856084203,56.05142773868873
787,58.88469111594896,56.3043396858446
788,58.96665066620285,56.63294434199938
789,59.0588314246116,56.9340740986371
790,59.16132387131712,57.2078945827549
791,59.27415133536002,57.45456168957524
792,59.39725723491333,57.674215823004
793,59.53049415553718,57.86697558093483
794,59.67361597383617,58.03293115645126
795,59.82627406094927,58.17213780391527
796,59.98801822727702,58.28460976492447
797,60.15830255513055,58.37031505028833
798,60.33649571286054,58.42917142628863
799,60.52189486793787,58.46104386284146
800,60.71374200709949,58.46574358296323
801,60.91124136755939,58.4430287268354
802,61.11357676851618,58.39260652858147
803,61.31992785252585,58.31413681339271
804,61.5294845334455,58.27003312265956
805,61.74145924028573,58.25987495278419
806,61.95509680189,58.28321018317887
807,62.16968201438572,58.33956119986225
808,62.38454506748958,58.42843104945047
809,62.59906508364605,58.54930943933376
810,62.8126720574523,58.70167844107572
811,63.024847484703,58.88501779308289
812,63.2351239521012,59.0988097332618
813,63.4430839292496,59.34254332171789
814,63.6483579704479,59.61571823734659
815,63.85062249936135,59.91784805071143
816,64.04959731735599,60.24846298946541
817,64.24504294754905,60.60711222243589
818,64.43675790190593,60.99336569506587
819,64.62457593802438,61.39763426926472
820,64.80836335529139,61.81953334052806
821,64.9880163664476,62.25870226972786
822,65.16345856977179,62.71480480201826
823,65.33463853864113,63.18752922583062
824,65.50152753870248,63.67658830642037
825,65.66411737793666,64.18171902601091
826,65.82241839119222,64.70268215999388
827,65.97645755804389,65.239261716005
828,66.12627675087998,65.79126426008395
829,66.27193110876497,66.35851815160372
830,66.41348753172205,66.9408727062585
831,66.55102328952329,67.53819730415357
832,66.68462473877722,68.15038045795956
833,66.81438614199628,68.77732885418247
834,66.94040858235891,69.35749835185898
835,67.0627989680117,69.8908290564027
836,67.18166911995661,70.37727631491907
837,67.29713493781244,70.81680974802096
838,67.40931563801263,71.20941229704809
839,67.518333059288,71.55507929158536
840,67.62431103057673,71.85381754128404
841,67.72737479679512,72.10564445520578
842,67.82765049818808,72.3105871912218
843,67.92526469925492,72.46868183739919
844,68.02034396351064,72.57997262678427
845,68.11301447059456,72.64451118654112
846,68.2034016724772,72.66235582201412
847,68.29162998574087,72.63357083595038
848,68.37782251712058,72.5582258828343
849,68.4621008196901,72.45252254457824
850,68.54458467726316,72.31653938095374
851,68.62539191475256,72.15035857329883
852,68.70463823239152,71.95406541458232
853,68.78243706187185,71.72774783145469
854,68.85889944259367,71.47149593729556
855,68.9341339163518,71.18540161520103
856,69.0082464389054,70.86955812980378
857,69.0813403069901,70.52405976678367
858,69.15351609943738,70.14900149890532
859,69.22487163116331,69.74447867740717
860,69.29550191887998,69.31058674756623
861,69.36549915746723,68.84742098726836
862,69.43495270602149,68.35507626742768
863,69.50394908267094,67.8336468331177
864,69.5725719673153,67.38520097512877
865,69.6409022115108,67.00983110755094
866,69.70901785478101,66.70762847529768
867,69.7769941466877,66.47868300723262
868,69.84490357404832,66.32308318473932
869,69.91281589273272,66.24091592478112
870,69.9807981635171,66.23226647653506
871,70.04891479151321,66.29721833072117
872,70.11722756872975,66.43585314078564
873,70.18579571935781,66.64825065513459
874,70.2546759474057,66.93448865965108
875,70.32392248633859,67.29464292976613
876,70.39358715040763,67.72878719138919
877,70.46371938737877,68.23699309003987
878,70.5343663323971,68.81933016755622
879,70.60557286274434,69.35511024482096
880,70.6773816532693,69.84439861381897
881,70.74983323228984,70.28725843269102
882,70.82296603778396,70.6837507271585
883,70.8968164737038,71.03393439688371
884,70.97141896626266,71.33786622632492
885,71.04680602005925,71.59560089967374
886,71.12300827391684,71.80719101948654
887,71.20005455632761,71.97268712864707
888,71.27797194040402,72.09213773532011
889,71.3567857982491,72.16558934057895
890,71.43651985466839,72.19308646840956
891,71.51719624015406,72.17467169781587
892,71.59883554308134,72.11038569676798
893,71.68145686106395,72.00026725775476
894,71.76507785142323,71.9063618919506
895,71.84971478073149,71.82870475286093
896,71.93538257339644,71.76732923265023
897,72.02209485925908,71.72226700204665
898,72.10986402018199,71.69354805089296
899,72.19870123561022,71.68120072919403
900,72.28861652709068,71.68525178852278
901,72.37961880173998,71.70572642365855
902,72.47171589465391,71.74264831434157
903,72.56491461025544,71.796039667038
904,72.65922076258036,71.86592125661888
905,72.75463921450276,71.95231246786508
906,72.85117391590452,72.05523133671905
907,72.94882794079567,72.17469459121094
908,73.0476035233934,72.31071769199478
909,73.14750209317049,72.45870694703315
910,73.24852430888411,72.6186754019911
911,73.3506700915983,72.79063495387425
912,73.45393865671414,72.97459638948308
913,73.55832854502262,73.17056942324417
914,73.6638376527963,73.37856273438759
915,73.77046326093678,73.59858400344307
916,73.87820206319499,73.83063994803271
917,73.98705019348279,74.07473635794034
918,74.09700325229404,74.3308781294419
919,74.20805633225419,74.59906929888429
920,74.32020404281738,74.87931307550235
921,74.43344053413057,75.17161187346704
922,74.54775952008416,75.47596734315978
923,74.66315430056862,75.79238040167024
924,74.77961778295703,76.04584980827308
925,74.89714250283284,76.23637510186053
926,75.01572064398268,76.3639551748702
927,75.13534405767368,76.42858830068738
928,75.25600428123444,76.43027216028477
929,75.37769255595909,76.36900386810564
930,75.50039984435321,76.24477999719876
931,75.62411684674058,76.05759660361409
932,75.74883401724887,75.80744925006901
933,75.87454157919309,75.49433302889571
934,76.00122953987423,75.11824258428102
935,76.12888770481086,74.67917213381058
936,76.25750569142141,74.17711548932974
937,76.3870729421735,73.6120660771339
938,76.51757873721748,72.98401695750157
939,76.64901220652035,72.44780527298045
940,76.78136234151609,72.0034234078529
941,76.91461800628785,71.65086343517547
942,77.04876794829757,71.39011713381973
943,77.18380080867766,71.22117600492477
944,77.31970513209953,71.14403128777597
945,77.45646937623292,71.15867397512405
946,77.59408192081013,71.26509482795859
947,77.73253107630835,71.46328438975043
948,77.87180509226341,71.75323300017655
949,78.01189216522772,72.13493080834165
950,78.15278044638448,72.60836778551045
951,78.2944580488308,73.17353373736398
952,78.43691305454084,73.83041831579379
953,78.58013352102084,74.57901103024706
954,78.72410748766683,75.30325430390312
955,78.86882298183572,76.00313739362618
956,79.0142680246405,76.67864944530896
957,79.16043063647903,77.32977950355179
958,79.307298842307,77.95651652095644
959,79.45486067666369,78.5588493670467
960,79.6031041884604,79.13676683682776
961,79.75201744554003,79.69025765899539
962,79.90158853901656,80.21931050380692
963,80.05180558740263,80.72391399062435
964,80.20265674053354,81.20405669514096
965,80.35413018329517,81.65972715630164
966,80.5062141391634,82.09091388292718
967,80.65889687356253,82.49760536005269
968,80.81216669704943,82.87979005498991
969,80.96601196833039,83.25860162882756
970,81.12042109711726,83.63402853055965
971,81.27538254682905,84.00605920808007
972,81.4308848371453,84.37468211323241
973,81.58691654641697,84.73988570662874
974,81.74346631394062,85.10165846224524
975,81.9005228421014,85.45998887180302
976,82.05807489839015,85.81486544894176
977,82.21611131729955,86.16627673319358
978,82.37462100210459,86.51421129376483
979,82.53359292653174,86.85865773313238
980,82.69301613632169,87.19960469046191
981,82.85287975068992,87.53704084485426
982,83.0131729636894,87.87095491842668
983,83.17388504547944,88.20133567923511
984,83.33500534350483,88.53723712371371
985,83.4965232835889,88.87864811995676
986,83.65842837094405,89.22555758986974
987,83.82071019110359,89.57795451151418
988,83.9833584107781,89.93582792132202
989,84.14636277863946,90.29916691618436
990,84.3097131260359,90.6679606554196
991,84.47339936764091,91.04219836262587
992,84.63741150203909,91.42186932742204
993,84.80173961225151,91.8069629070823
994,84.96637386620351,92.197468528068
995,85.13130451713727,92.59337568746129
996,85.29652190397185,92.9946739543045
997,85.46201645161298,93.40135297084908
998,85.62777867121478,93.81340245371764
999,85.79379916039592,94.16677844447942
1000,85.96006860341194,94.46147081165702
1001,86.12657777128615,94.69746950114572
1002,86.2933175219007,94.87476453706334
1003,86.46027880005002,94.99334602253029
1004,86.62745263745815,95.05320414038228
1005,86.79483015276183,95.05432915381911
1006,86.96240255146112,94.9967114069919
1007,87.1301611258388,94.88034132553176
1008,87.2980972548504,94.70520941702193
1009,87.46620240398626,94.47130627141682
1010,87.63446812510674,94.17862256140913
1011,87.80288605625249,93.82714904274825
1012,87.9714479214305,93.41687655451175
1013,88.14014553037738,92.94779601933216
1014,88.30897077830133,92.45457701625824
1015,88.47791564560349,91.93721063554385
1016,88.64697219757996,91.39568805142963
1017,88.81613258410567,90.83000052221043
1018,88.98538903930096,90.2401393902674
1019,89.15473388118166,89.6260960820665
1020,89.32415951129404,88.98786210812472
1021,89.49365841433512,88.3254290629462
1022,89.66322315775922,87.63878862492894
1023,89.83284639137186,86.9279325562441
1024,90.00252084691142,86.192852702689
1025,90.17223933761949,85.43354099351515
1026,90.34199475780062,84.6499894412327
1027,90.51178008237206,83.84219014139235
1028,90.68158836640424,83.01013527234586
1029,90.85141274465258,82.28796075594988
1030,91.02124643108107,81.67565893536035
1031,91.19108271837854,81.17322223569909
1032,91.36091497746777,80.78064316373963
1033,91.53073665700822,80.497914307577
1034,91.70054128289274,80.3250283362823
1035,91.87032245773892,80.26197799954248
1036,92.04007386037516,80.30875612728687
1037,92.2097892453224,80.46535562930072
1038,92.37946244227149,80.73176949482661
1039,92.54908735555676,81.1079907921546
1040,92.71865796362626,81.59401266820181
1041,92.88816831850886,82.18982834808187
1042,93.0576125452787,82.89543113466507
1043,93.2269848415171,83.71081440812985
1044,93.39627947677258,84.49057305880169
1045,93.56549079201898,85.23470062009758
1046,93.73461319911202,85.94319070135037
1047,93.90364118024486,86.6160369873308
1048,94.07256928740237,87.25323323776361
1049,94.24139214181493,87.85477328683801
1050,94.4101044334116,88.4206510427131
1051,94.57870092027306,88.95086048701842
1052,94.74717642808446,89.44539567435032
1053,94.91552584958843,89.90425073176449
1054,95.08374414403836,90.32741985826475
1055,95.25182633665233,90.7148973242888
1056,95.41976751806754,91.06667747119117
1057,95.58756284379567,91.38275471072349
1058,95.75520753367924,91.66312352451274
1059,95.92269687134915,91.942035394988
1060,96.0900262036834,92.21948494195392
1061,96.2571909402673,92.49546685351469
1062,96.42418655285525,92.76997588554599
1063,96.59100857483406,93.04300686116643
1064,96.75765260068819,93.31455467020818
1065,96.92411428546674,93.58461426868715
1066,97.09038934425251,93.85318067827306
1067,97.25647355163302,94.12024898575963
1068,97.42236274117387,94.38581434253462
1069,97.58805280489409,94.64987196405058
1070,97.75353969274404,94.91241712929592
1071,97.91881941208563,95.17344518026688
1072,98.0838880271749,95.43295152144016
1073,98.24874165864732,95.69093161924677
1074,98.41337648300551,95.92169861153138
1075,98.57778873210968,96.12524808705942
1076,98.74197469267082,96.30157569497912
1077,98.90593070574653,96.45067714430074
1078,99.0696531662397,96.57254820337724
1079,99.23313852240013,96.66718469938681
1080,99.39638327532876,96.7345825178171
1081,99.55938397848514,96.77473760195166
1082,99.7221372371977,96.78764595235803
1083,99.88463970817688,96.77330362637832
1084,100.0468880990315,96.73170673762175
1085,100.2088791677879,96.6628514554595
1086,100.3706097224128,96.56673400452198
1087,100.5320766203378,96.44335066419832
1088,100.6932767679889,96.29269776813862
1089,100.8542071203176,96.2148449877143
1090,101.0148646803359,96.20978876361357
1091,101.1752464986541,96.27752558930715
1092,101.3353496730221,96.41805201056064
1093,101.4951713478735,96.63136462494991
1094,101.654708713873,96.9174600813789
1095,101.8139590074674,97.27633507960051
1096,101.972919510439,97.70798636974006
1097,102.1315875494629,98.21241075182188
1098,102.2899604956669,98.78960507529867
1099,102.4480357641954,99.43956623858365
1100,102.6058108137757,100.162291188586
1101,102.7632831462879,100.9577769202488
1102,102.9204503063376,101.8260204760905
1103,103.0773098808328,102.767018945749
1104,103.2338594985627,103.6604063512944
